customerID,tenure,Contract,MonthlyCharges,PaymentMethod,TechSupport,InternetService,RiskScore,RiskCategory
5351-QESIO,1,Month-to-month,24.2,Mailed check,No,DSL,10,Critical Risk
0422-UXFAP,51,One year,98.85,Electronic check,No,Fiber optic,10,Critical Risk
1427-VERSM,56,Month-to-month,98.7,Electronic check,Yes,Fiber optic,10,Critical Risk
4657-FWVFY,40,Month-to-month,96.35,Credit card (automatic),No,Fiber optic,10,Critical Risk
7284-BUYEC,5,Month-to-month,50.95,Credit card (automatic),No,DSL,10,Critical Risk
2874-YXVVA,34,Month-to-month,105.1,Electronic check,Yes,Fiber optic,10,Critical Risk
0463-ZSDNT,10,Month-to-month,56.75,Bank transfer (automatic),No,DSL,10,Critical Risk
0376-OIWME,36,Month-to-month,93.6,Electronic check,No,Fiber optic,10,Critical Risk
7826-VVKWT,24,Two year,96.55,Electronic check,No,Fiber optic,10,Critical Risk
8468-EHYJA,57,Month-to-month,99.65,Electronic check,No,Fiber optic,10,Critical Risk
9626-VFRGG,41,Month-to-month,88.5,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
2103-ZRXFN,1,Month-to-month,50.75,Mailed check,No,DSL,10,Critical Risk
2523-EWWZL,27,Month-to-month,76.1,Electronic check,No,Fiber optic,10,Critical Risk
4070-OKWVH,52,Month-to-month,94.6,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
7203-OYKCT,72,One year,104.95,Electronic check,No,Fiber optic,10,Critical Risk
3604-WLABM,10,Month-to-month,54.25,Electronic check,Yes,DSL,10,Critical Risk
6300-BWMJX,59,Month-to-month,93.35,Electronic check,Yes,Fiber optic,10,Critical Risk
5443-SCMKX,58,One year,94.3,Electronic check,No,Fiber optic,10,Critical Risk
5968-VXZLG,2,Month-to-month,46.6,Bank transfer (automatic),No,DSL,10,Critical Risk
0975-VOOVL,3,Month-to-month,29.2,Mailed check,No,DSL,10,Critical Risk
0003-MKNFE,9,Month-to-month,59.9,Mailed check,No,DSL,10,Critical Risk
2921-XWDJH,38,Month-to-month,83.45,Electronic check,No,Fiber optic,10,Critical Risk
5294-DMSFH,29,Month-to-month,87.8,Credit card (automatic),No,Fiber optic,10,Critical Risk
3567-PQTSO,53,One year,105.25,Electronic check,No,Fiber optic,10,Critical Risk
5960-MVTUK,3,Month-to-month,29.75,Electronic check,Yes,DSL,10,Critical Risk
4176-FXYBO,54,Month-to-month,109.55,Electronic check,No,Fiber optic,10,Critical Risk
1685-BQULA,40,Month-to-month,93.4,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
9003-CPATH,42,Month-to-month,79.9,Electronic check,No,Fiber optic,10,Critical Risk
3982-DQLUS,65,Month-to-month,85.75,Electronic check,No,Fiber optic,10,Critical Risk
2267-WTPYD,57,Month-to-month,94.0,Credit card (automatic),No,Fiber optic,10,Critical Risk
1104-TNLZA,28,Month-to-month,105.8,Electronic check,Yes,Fiber optic,10,Critical Risk
6817-WTYHE,2,Month-to-month,44.9,Bank transfer (automatic),No,DSL,10,Critical Risk
0100-DUVFC,70,One year,104.8,Electronic check,No,Fiber optic,10,Critical Risk
9572-WUKSB,3,Month-to-month,29.9,Electronic check,Yes,DSL,10,Critical Risk
3082-VQXNH,3,Month-to-month,29.8,Credit card (automatic),No,DSL,10,Critical Risk
0410-IPFTY,31,Month-to-month,83.85,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
9576-SYUHJ,37,Month-to-month,91.15,Electronic check,No,Fiber optic,10,Critical Risk
0326-VDYXE,70,One year,97.65,Electronic check,No,Fiber optic,10,Critical Risk
3174-RKMOW,35,Month-to-month,109.95,Electronic check,Yes,Fiber optic,10,Critical Risk
3541-ZNUHK,55,Month-to-month,85.1,Electronic check,No,Fiber optic,10,Critical Risk
7669-LCRSD,12,Month-to-month,56.3,Mailed check,No,DSL,10,Critical Risk
8710-YGLWG,1,Month-to-month,44.9,Mailed check,No,DSL,10,Critical Risk
0749-IRGQE,13,Month-to-month,45.3,Electronic check,No,DSL,10,Critical Risk
4680-KUTAJ,11,Month-to-month,55.6,Electronic check,No,DSL,10,Critical Risk
7636-OWBPG,12,Month-to-month,29.35,Credit card (automatic),No,DSL,10,Critical Risk
2832-KJCRD,38,Month-to-month,103.65,Electronic check,Yes,Fiber optic,10,Critical Risk
3588-WSTTJ,35,Month-to-month,99.05,Electronic check,No,Fiber optic,10,Critical Risk
8751-EDEKA,28,Month-to-month,89.9,Credit card (automatic),No,Fiber optic,10,Critical Risk
9419-IPPBE,51,One year,90.15,Electronic check,No,Fiber optic,10,Critical Risk
1442-BQPVU,13,Month-to-month,29.15,Electronic check,No,DSL,10,Critical Risk
9544-PYPSJ,62,Month-to-month,96.1,Credit card (automatic),No,Fiber optic,10,Critical Risk
9494-BDNNC,66,One year,95.3,Electronic check,No,Fiber optic,10,Critical Risk
3665-JATSN,19,Month-to-month,39.7,Electronic check,No,DSL,10,Critical Risk
4488-KQFDT,61,One year,103.95,Electronic check,No,Fiber optic,10,Critical Risk
2623-DRYAM,70,One year,101.75,Electronic check,No,Fiber optic,10,Critical Risk
1335-HQMKX,72,One year,101.35,Electronic check,No,Fiber optic,10,Critical Risk
9912-OMZDS,59,One year,106.15,Electronic check,No,Fiber optic,10,Critical Risk
0585-EGDDA,40,Month-to-month,80.0,Electronic check,No,Fiber optic,10,Critical Risk
9643-YBLUR,9,Month-to-month,69.05,Credit card (automatic),No,DSL,10,Critical Risk
5916-QEWPT,2,Month-to-month,69.0,Credit card (automatic),No,DSL,10,Critical Risk
5402-HTOTQ,16,Month-to-month,55.3,Electronic check,No,DSL,10,Critical Risk
1730-ZMAME,32,Month-to-month,79.5,Electronic check,No,Fiber optic,10,Critical Risk
2172-EJXVF,71,One year,105.9,Electronic check,No,Fiber optic,10,Critical Risk
4452-QIIEB,7,Month-to-month,43.9,Mailed check,No,DSL,10,Critical Risk
6127-IYJOZ,1,Month-to-month,45.85,Mailed check,No,DSL,10,Critical Risk
0666-UXTJO,34,Month-to-month,85.2,Credit card (automatic),No,Fiber optic,10,Critical Risk
6075-SLNIL,38,Month-to-month,95.1,Credit card (automatic),No,Fiber optic,10,Critical Risk
1855-AGAWH,31,One year,93.8,Electronic check,No,Fiber optic,10,Critical Risk
1370-GGAWX,46,One year,94.15,Electronic check,No,Fiber optic,10,Critical Risk
5568-DMXZS,8,Month-to-month,65.45,Electronic check,Yes,DSL,10,Critical Risk
6135-OZQVA,7,Month-to-month,53.65,Electronic check,No,DSL,10,Critical Risk
4184-VODJZ,63,One year,91.35,Electronic check,No,Fiber optic,10,Critical Risk
5339-TJFEK,62,Month-to-month,105.5,Electronic check,No,Fiber optic,10,Critical Risk
2896-TBNBE,40,One year,80.8,Electronic check,No,Fiber optic,10,Critical Risk
0147-ESWWR,39,Month-to-month,101.25,Electronic check,Yes,Fiber optic,10,Critical Risk
8065-BVEPF,65,Month-to-month,99.1,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
7312-XSBAT,1,Month-to-month,49.75,Electronic check,No,DSL,10,Critical Risk
0311-QYWSS,6,Month-to-month,49.45,Electronic check,No,DSL,10,Critical Risk
8705-DWKTI,52,Month-to-month,83.8,Credit card (automatic),No,Fiber optic,10,Critical Risk
8755-IWJHN,69,Month-to-month,95.35,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
0929-PECLO,63,Month-to-month,89.6,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
9895-VFOXH,1,Month-to-month,24.4,Mailed check,No,DSL,10,Critical Risk
6542-LWGXJ,3,Month-to-month,25.0,Mailed check,No,DSL,10,Critical Risk
7396-VJUZB,4,Month-to-month,45.25,Mailed check,No,DSL,10,Critical Risk
8455-HIRAQ,8,Month-to-month,44.45,Mailed check,No,DSL,10,Critical Risk
2988-GBIVW,70,Month-to-month,90.85,Electronic check,No,Fiber optic,10,Critical Risk
4462-CYWMH,62,Month-to-month,89.8,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
8049-WJCLQ,10,Month-to-month,60.2,Mailed check,No,DSL,10,Critical Risk
5365-LLFYV,2,Month-to-month,45.85,Mailed check,No,DSL,10,Critical Risk
1928-BXYIV,1,Month-to-month,61.15,Electronic check,No,DSL,10,Critical Risk
2697-NQBPF,34,Month-to-month,105.35,Electronic check,Yes,Fiber optic,10,Critical Risk
6145-NNPNO,1,Month-to-month,44.15,Bank transfer (automatic),No,DSL,10,Critical Risk
9112-WSNPU,35,Month-to-month,70.55,Electronic check,No,Fiber optic,10,Critical Risk
9688-YGXVR,44,Month-to-month,88.15,Credit card (automatic),No,Fiber optic,10,Critical Risk
8695-ARGXZ,34,Month-to-month,75.55,Electronic check,No,Fiber optic,10,Critical Risk
2674-MLXMN,71,Month-to-month,99.65,Credit card (automatic),No,Fiber optic,10,Critical Risk
0595-ITUDF,64,Month-to-month,91.8,Electronic check,No,Fiber optic,10,Critical Risk
2675-OTVVJ,31,Month-to-month,89.45,Electronic check,No,Fiber optic,10,Critical Risk
5018-GWURO,56,Month-to-month,85.6,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
2277-VWCNI,4,Month-to-month,48.75,Mailed check,No,DSL,10,Critical Risk
7048-GXDAY,39,Month-to-month,106.4,Electronic check,No,Fiber optic,10,Critical Risk
4636-JGAAI,34,Month-to-month,88.85,Mailed check,No,Fiber optic,10,Critical Risk
1818-ESQMW,27,Month-to-month,89.2,Electronic check,Yes,Fiber optic,10,Critical Risk
3349-ANQNH,59,One year,99.5,Electronic check,No,Fiber optic,10,Critical Risk
2672-OJQZP,1,Month-to-month,44.75,Mailed check,No,DSL,10,Critical Risk
1608-GMEWB,45,Month-to-month,93.9,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
0082-OQIQY,29,Month-to-month,94.2,Electronic check,Yes,Fiber optic,10,Critical Risk
8242-JSVBO,7,Month-to-month,44.65,Bank transfer (automatic),No,DSL,10,Critical Risk
2665-NPTGL,26,Month-to-month,98.1,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
7251-XFOIL,61,Month-to-month,89.2,Mailed check,No,Fiber optic,10,Critical Risk
0575-CUQOV,60,One year,97.95,Electronic check,No,Fiber optic,10,Critical Risk
6339-DKLMK,13,Month-to-month,31.65,Electronic check,No,DSL,10,Critical Risk
4007-NHVHI,56,Month-to-month,96.85,Electronic check,No,Fiber optic,10,Critical Risk
3173-NVMPX,9,Month-to-month,55.3,Mailed check,No,DSL,10,Critical Risk
2275-RBYQS,1,Month-to-month,45.4,Mailed check,No,DSL,10,Critical Risk
4647-XXZAM,6,Month-to-month,45.5,Mailed check,No,DSL,10,Critical Risk
2067-QYTCF,64,Month-to-month,111.15,Electronic check,Yes,Fiber optic,10,Critical Risk
9699-UBQFS,43,Month-to-month,94.5,Electronic check,No,Fiber optic,10,Critical Risk
1470-PSXNM,49,One year,93.65,Electronic check,No,Fiber optic,10,Critical Risk
1935-IMVBB,56,Month-to-month,89.7,Mailed check,No,Fiber optic,10,Critical Risk
9700-ISPUP,10,Month-to-month,65.5,Electronic check,Yes,DSL,10,Critical Risk
5424-RLQLC,10,Month-to-month,59.65,Mailed check,No,DSL,10,Critical Risk
7252-NTGSS,1,Month-to-month,45.15,Mailed check,No,DSL,10,Critical Risk
2495-KZNFB,33,Month-to-month,90.65,Electronic check,No,Fiber optic,10,Critical Risk
8486-AYEQH,31,Month-to-month,76.05,Electronic check,No,Fiber optic,10,Critical Risk
2615-YVMYX,71,Month-to-month,107.5,Electronic check,No,Fiber optic,10,Critical Risk
6233-HXJMX,45,Month-to-month,89.3,Credit card (automatic),No,Fiber optic,10,Critical Risk
3589-PPVKW,9,Month-to-month,44.4,Mailed check,No,DSL,10,Critical Risk
5336-UFNZP,65,One year,107.45,Electronic check,No,Fiber optic,10,Critical Risk
6050-IJRHS,70,One year,106.5,Electronic check,No,Fiber optic,10,Critical Risk
5371-VYLSX,50,Month-to-month,83.4,Electronic check,No,Fiber optic,10,Critical Risk
1028-FFNJK,30,Month-to-month,101.5,Electronic check,Yes,Fiber optic,10,Critical Risk
0060-FUALY,59,Month-to-month,94.75,Electronic check,No,Fiber optic,10,Critical Risk
6559-PDZLR,26,Month-to-month,98.65,Electronic check,Yes,Fiber optic,10,Critical Risk
3446-QDSZF,4,Month-to-month,55.5,Credit card (automatic),No,DSL,10,Critical Risk
8961-QDZZJ,57,One year,95.0,Electronic check,No,Fiber optic,10,Critical Risk
1208-NBVFH,20,Month-to-month,49.6,Electronic check,No,DSL,10,Critical Risk
7501-VTYLJ,2,Month-to-month,51.55,Mailed check,No,DSL,10,Critical Risk
3002-WQZWT,29,Month-to-month,74.2,Electronic check,No,Fiber optic,10,Critical Risk
8660-BUETV,3,Month-to-month,44.75,Mailed check,No,DSL,10,Critical Risk
1833-TCXKK,45,Month-to-month,107.75,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
1600-DILPE,12,Month-to-month,45.0,Bank transfer (automatic),No,DSL,10,Critical Risk
2360-RDGRO,65,Month-to-month,104.25,Electronic check,No,Fiber optic,10,Critical Risk
1310-QRITU,18,Month-to-month,50.3,Electronic check,No,DSL,10,Critical Risk
8180-AKMJV,1,Month-to-month,44.55,Credit card (automatic),No,DSL,10,Critical Risk
2359-KLTEK,41,Month-to-month,94.9,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
3162-ZJZFU,53,Month-to-month,92.55,Electronic check,Yes,Fiber optic,10,Critical Risk
8676-OOQEJ,4,Month-to-month,30.5,Electronic check,Yes,DSL,10,Critical Risk
6143-JQKEA,10,Month-to-month,45.8,Credit card (automatic),No,DSL,10,Critical Risk
8313-KTIHG,4,Month-to-month,61.3,Electronic check,Yes,DSL,10,Critical Risk
2786-GCDPI,50,Month-to-month,104.95,Electronic check,Yes,Fiber optic,10,Critical Risk
2436-QBZFP,22,Month-to-month,39.2,Electronic check,No,DSL,10,Critical Risk
1101-SSWAG,15,Month-to-month,51.1,Electronic check,No,DSL,10,Critical Risk
3161-GETRM,34,Month-to-month,90.05,Credit card (automatic),No,Fiber optic,10,Critical Risk
2386-OWURY,58,Month-to-month,95.3,Electronic check,Yes,Fiber optic,10,Critical Risk
9278-VZKCD,52,Month-to-month,109.1,Electronic check,No,Fiber optic,10,Critical Risk
7950-XWOVN,11,Month-to-month,34.7,Mailed check,No,DSL,10,Critical Risk
8647-SDTWQ,57,Month-to-month,74.3,Electronic check,No,Fiber optic,10,Critical Risk
3162-KKZXO,55,One year,100.15,Electronic check,No,Fiber optic,10,Critical Risk
7421-ZLUPA,8,Month-to-month,29.25,Mailed check,No,DSL,10,Critical Risk
3692-JHONH,52,One year,106.5,Electronic check,No,Fiber optic,10,Critical Risk
0327-WFZSY,39,One year,100.0,Electronic check,No,Fiber optic,10,Critical Risk
4012-ZTHBR,21,Month-to-month,44.95,Electronic check,No,DSL,10,Critical Risk
4685-ERGHK,57,One year,86.9,Electronic check,No,Fiber optic,10,Critical Risk
3278-FSIXX,2,Month-to-month,45.25,Mailed check,No,DSL,10,Critical Risk
5331-RGMTT,54,Month-to-month,99.05,Credit card (automatic),No,Fiber optic,10,Critical Risk
7634-WSWDB,8,Month-to-month,38.5,Electronic check,No,DSL,10,Critical Risk
1932-UEDCX,33,Month-to-month,100.6,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
0130-SXOUN,66,Month-to-month,89.4,Credit card (automatic),No,Fiber optic,10,Critical Risk
4937-QPZPO,61,One year,99.9,Electronic check,No,Fiber optic,10,Critical Risk
1658-XUHBX,59,Month-to-month,88.75,Credit card (automatic),No,Fiber optic,10,Critical Risk
3154-CFSZG,47,Month-to-month,90.05,Electronic check,No,Fiber optic,10,Critical Risk
7754-IXRMC,1,Month-to-month,45.35,Mailed check,No,DSL,10,Critical Risk
6173-GOLSU,67,Month-to-month,94.65,Credit card (automatic),No,Fiber optic,10,Critical Risk
5816-SCGFC,7,Month-to-month,51.3,Mailed check,No,DSL,10,Critical Risk
2582-FFFZR,22,Month-to-month,50.6,Electronic check,No,DSL,10,Critical Risk
6048-QBXKL,2,Month-to-month,56.55,Credit card (automatic),No,DSL,10,Critical Risk
1353-LJWEM,11,Month-to-month,60.9,Electronic check,Yes,DSL,10,Critical Risk
4280-DLSHD,8,Month-to-month,54.75,Mailed check,No,DSL,10,Critical Risk
2800-QQUSO,42,Month-to-month,100.3,Electronic check,Yes,Fiber optic,10,Critical Risk
0419-YAAPX,49,Month-to-month,85.3,Credit card (automatic),No,Fiber optic,10,Critical Risk
6402-EJMWF,4,Month-to-month,55.3,Mailed check,No,DSL,10,Critical Risk
9169-BSVIN,12,Month-to-month,74.75,Bank transfer (automatic),No,DSL,10,Critical Risk
9644-UMGQA,6,Month-to-month,49.15,Electronic check,No,DSL,10,Critical Risk
7714-YXSMB,26,Month-to-month,100.5,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
1194-HVAIF,27,Month-to-month,95.0,Credit card (automatic),No,Fiber optic,10,Critical Risk
2101-RANCD,55,Month-to-month,73.1,Electronic check,No,Fiber optic,10,Critical Risk
8805-JNRAZ,2,Month-to-month,49.2,Mailed check,No,DSL,10,Critical Risk
6710-HSJRD,61,Month-to-month,114.1,Electronic check,Yes,Fiber optic,10,Critical Risk
2974-GGUXS,36,Month-to-month,91.95,Credit card (automatic),No,Fiber optic,10,Critical Risk
1357-BIJKI,50,One year,98.25,Electronic check,No,Fiber optic,10,Critical Risk
0943-ZQPXH,44,Month-to-month,92.95,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
9348-YVOMK,4,Month-to-month,44.8,Credit card (automatic),No,DSL,10,Critical Risk
2347-WKKAE,42,Month-to-month,94.4,Electronic check,No,Fiber optic,10,Critical Risk
1329-VHWNP,7,Month-to-month,25.05,Bank transfer (automatic),No,DSL,10,Critical Risk
4608-LCIMN,8,Month-to-month,44.65,Bank transfer (automatic),No,DSL,10,Critical Risk
3258-SANFR,6,Month-to-month,44.7,Credit card (automatic),No,DSL,10,Critical Risk
3566-VVORZ,12,Month-to-month,45.9,Bank transfer (automatic),No,DSL,10,Critical Risk
9971-ZWPBF,34,Month-to-month,108.9,Electronic check,Yes,Fiber optic,10,Critical Risk
2027-WKXMW,63,Month-to-month,108.75,Electronic check,Yes,Fiber optic,10,Critical Risk
2931-FSOHN,13,Month-to-month,59.9,Electronic check,No,DSL,10,Critical Risk
5828-DWPIL,62,Month-to-month,89.1,Electronic check,No,Fiber optic,10,Critical Risk
9355-NPPFS,26,Month-to-month,78.8,Electronic check,No,Fiber optic,10,Critical Risk
0856-NAOES,6,Month-to-month,60.9,Mailed check,No,DSL,10,Critical Risk
0082-LDZUE,1,Month-to-month,44.3,Mailed check,No,DSL,10,Critical Risk
9402-CXWPL,70,One year,98.9,Electronic check,No,Fiber optic,10,Critical Risk
7054-ENNGU,9,Month-to-month,50.85,Mailed check,No,DSL,10,Critical Risk
1020-JPQOW,56,Month-to-month,90.55,Electronic check,Yes,Fiber optic,10,Critical Risk
3410-MHHUM,44,One year,94.4,Electronic check,No,Fiber optic,10,Critical Risk
9214-EKVXR,1,Month-to-month,44.0,Mailed check,No,DSL,10,Critical Risk
9873-MNDKV,11,Month-to-month,44.65,Mailed check,No,DSL,10,Critical Risk
6821-JPCDC,48,One year,97.05,Electronic check,No,Fiber optic,10,Critical Risk
5055-MGMGF,65,Month-to-month,105.05,Electronic check,No,Fiber optic,10,Critical Risk
5651-CPDND,10,Month-to-month,46.0,Mailed check,No,DSL,10,Critical Risk
7504-UWHNB,25,Month-to-month,69.75,Electronic check,No,Fiber optic,10,Critical Risk
6859-RKMZJ,11,Month-to-month,55.05,Bank transfer (automatic),No,DSL,10,Critical Risk
4223-WOZCM,2,Month-to-month,49.95,Mailed check,No,DSL,10,Critical Risk
2957-JIRMN,62,One year,84.45,Electronic check,No,Fiber optic,10,Critical Risk
0356-ERHVT,11,Month-to-month,45.9,Bank transfer (automatic),No,DSL,10,Critical Risk
0374-AACSZ,1,Month-to-month,50.15,Electronic check,No,DSL,10,Critical Risk
0531-ZZJWQ,55,Month-to-month,74.0,Electronic check,No,Fiber optic,10,Critical Risk
4226-KKDON,8,Month-to-month,66.65,Electronic check,Yes,DSL,10,Critical Risk
5553-AOINX,66,One year,104.9,Electronic check,No,Fiber optic,10,Critical Risk
9812-GHVRI,40,Month-to-month,83.85,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
8654-DHAOW,2,Month-to-month,54.15,Mailed check,No,DSL,10,Critical Risk
5119-KEPFY,36,Month-to-month,95.0,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
3345-PBBFH,8,Month-to-month,49.55,Bank transfer (automatic),No,DSL,10,Critical Risk
0212-ISBBF,22,Month-to-month,50.35,Electronic check,No,DSL,10,Critical Risk
4482-FTFFX,5,Month-to-month,56.15,Electronic check,Yes,DSL,10,Critical Risk
3192-LNKRK,34,Month-to-month,84.05,Mailed check,No,Fiber optic,10,Critical Risk
4439-YRNVD,10,Month-to-month,36.25,Electronic check,Yes,DSL,10,Critical Risk
4367-NHWMM,1,Month-to-month,24.9,Mailed check,No,DSL,10,Critical Risk
3005-TYFRD,55,Month-to-month,103.65,Credit card (automatic),No,Fiber optic,10,Critical Risk
1685-VAYJF,11,Month-to-month,45.2,Credit card (automatic),No,DSL,10,Critical Risk
6917-YACBP,59,Month-to-month,89.75,Electronic check,No,Fiber optic,10,Critical Risk
9638-JIQYA,2,Month-to-month,24.9,Credit card (automatic),No,DSL,10,Critical Risk
4801-JZAZL,11,Month-to-month,29.6,Electronic check,No,DSL,10,Critical Risk
3234-VKACU,2,Month-to-month,70.3,Electronic check,Yes,DSL,10,Critical Risk
4320-QMLLA,7,Month-to-month,54.85,Mailed check,No,DSL,10,Critical Risk
7129-ACFOG,5,Month-to-month,53.8,Electronic check,No,DSL,10,Critical Risk
4307-KWMXE,10,Month-to-month,35.75,Electronic check,Yes,DSL,10,Critical Risk
5461-QKNTN,43,Month-to-month,94.3,Electronic check,Yes,Fiber optic,10,Critical Risk
1089-HDMKP,11,Month-to-month,54.55,Electronic check,Yes,DSL,10,Critical Risk
7176-WIONM,12,Month-to-month,49.85,Bank transfer (automatic),No,DSL,10,Critical Risk
7389-KBFIT,2,Month-to-month,30.25,Mailed check,No,DSL,10,Critical Risk
6486-LHTMA,31,One year,90.7,Electronic check,No,Fiber optic,10,Critical Risk
8967-SZQAS,14,Month-to-month,50.45,Electronic check,No,DSL,10,Critical Risk
5156-UMKOW,3,Month-to-month,29.65,Mailed check,No,DSL,10,Critical Risk
2573-GYRUU,48,Month-to-month,91.05,Credit card (automatic),No,Fiber optic,10,Critical Risk
3787-TRIAL,21,Month-to-month,26.05,Electronic check,No,DSL,10,Critical Risk
4468-KAZHE,20,Month-to-month,60.0,Electronic check,No,DSL,10,Critical Risk
3055-MJDSB,9,Month-to-month,24.6,Mailed check,No,DSL,10,Critical Risk
0319-QZTCO,3,Month-to-month,58.7,Credit card (automatic),No,DSL,10,Critical Risk
9408-HRXRK,45,Month-to-month,105.15,Electronic check,No,Fiber optic,10,Critical Risk
9314-QDMDW,11,One year,61.25,Electronic check,No,DSL,10,Critical Risk
9992-UJOEL,2,Month-to-month,50.3,Mailed check,No,DSL,10,Critical Risk
9681-KYGYB,49,Month-to-month,88.2,Electronic check,No,Fiber optic,10,Critical Risk
6260-ONULR,1,Month-to-month,62.8,Mailed check,No,DSL,10,Critical Risk
8800-ZKRFW,30,Month-to-month,107.5,Electronic check,Yes,Fiber optic,10,Critical Risk
2637-FKFSY,3,Month-to-month,46.1,Mailed check,No,DSL,10,Critical Risk
1907-YLNYW,8,Month-to-month,66.7,Electronic check,No,DSL,10,Critical Risk
7537-RBWEA,1,Month-to-month,25.15,Mailed check,No,DSL,10,Critical Risk
4238-JSSWH,35,Month-to-month,102.05,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
0869-PAPRP,26,Month-to-month,85.7,Credit card (automatic),No,Fiber optic,10,Critical Risk
9776-OJUZI,65,Month-to-month,95.45,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
9089-UOWJG,12,Month-to-month,58.35,Credit card (automatic),No,DSL,10,Critical Risk
5977-CKHON,43,Month-to-month,92.55,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
2692-BUCFV,29,Month-to-month,101.45,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
0141-YEAYS,27,Month-to-month,86.45,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
2208-NQBCT,26,Month-to-month,81.95,Electronic check,No,Fiber optic,10,Critical Risk
0880-FVFWF,56,Month-to-month,86.4,Electronic check,No,Fiber optic,10,Critical Risk
3452-ABWRL,47,Month-to-month,86.05,Credit card (automatic),No,Fiber optic,10,Critical Risk
3196-NVXLZ,25,Month-to-month,84.6,Mailed check,No,Fiber optic,10,Critical Risk
4220-TINQT,61,Month-to-month,106.35,Electronic check,Yes,Fiber optic,10,Critical Risk
7975-TZMLR,47,One year,103.1,Electronic check,No,Fiber optic,10,Critical Risk
4250-WAROZ,60,Month-to-month,93.25,Electronic check,No,Fiber optic,10,Critical Risk
1550-EENBN,31,Month-to-month,104.35,Electronic check,No,Fiber optic,10,Critical Risk
6481-ESCNL,29,Month-to-month,100.55,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
3050-GBUSH,3,Month-to-month,34.8,Credit card (automatic),No,DSL,10,Critical Risk
4526-ZJJTM,25,Month-to-month,88.4,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
6259-WJQLC,32,Month-to-month,81.1,Credit card (automatic),No,Fiber optic,10,Critical Risk
5780-INQIK,8,Month-to-month,49.4,Electronic check,Yes,DSL,10,Critical Risk
7748-UMTRK,30,Month-to-month,101.3,Electronic check,Yes,Fiber optic,10,Critical Risk
8812-ZRHFP,30,One year,86.45,Electronic check,No,Fiber optic,10,Critical Risk
0811-GSDTP,13,Month-to-month,30.15,Electronic check,No,DSL,10,Critical Risk
4061-UKJWL,3,Month-to-month,45.45,Mailed check,No,DSL,10,Critical Risk
9904-EHEVJ,32,Month-to-month,91.35,Mailed check,No,Fiber optic,10,Critical Risk
1849-RJYIG,8,Month-to-month,60.0,Electronic check,No,DSL,10,Critical Risk
8388-FYNPZ,4,Month-to-month,56.75,Electronic check,No,DSL,10,Critical Risk
2604-XVDAM,12,Month-to-month,43.8,Bank transfer (automatic),No,DSL,10,Critical Risk
7449-HVPIV,55,Month-to-month,90.4,Credit card (automatic),No,Fiber optic,10,Critical Risk
3748-FVMZZ,4,Month-to-month,40.05,Electronic check,Yes,DSL,10,Critical Risk
4581-LNWUM,13,Month-to-month,49.15,Electronic check,No,DSL,10,Critical Risk
4869-EPIUS,56,One year,80.9,Electronic check,No,Fiber optic,10,Critical Risk
3524-WQDSG,43,Month-to-month,99.3,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
7878-JGDKK,4,Month-to-month,44.55,Mailed check,No,DSL,10,Critical Risk
3312-UUMZW,32,Month-to-month,98.85,Credit card (automatic),No,Fiber optic,10,Critical Risk
5198-EFNBM,57,One year,90.65,Electronic check,No,Fiber optic,10,Critical Risk
8791-GFXLZ,12,Month-to-month,49.05,Bank transfer (automatic),No,DSL,10,Critical Risk
1357-MVDOZ,11,Month-to-month,59.65,Bank transfer (automatic),No,DSL,10,Critical Risk
0567-GGCAC,7,Month-to-month,61.4,Electronic check,No,DSL,10,Critical Risk
5302-BDJNT,35,Month-to-month,95.5,Electronic check,Yes,Fiber optic,10,Critical Risk
4947-DSMXK,34,Month-to-month,97.7,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
9350-VLHMB,67,Month-to-month,89.55,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
7077-XJMET,12,Month-to-month,74.15,Electronic check,Yes,DSL,10,Critical Risk
